customer_id,product_id,type,action_hour,gender,action_time,category
1575030,158229,PageView,23,M,2018-04-01 23:32:00,Phone
1581298,369205,PageView,21,M,2018-04-03 21:21:00,Coat
1581298,267456,PageView,0,M,2018-04-15 00:26:00,Coat
1590924,186426,PageView,22,M,2018-04-02 22:58:00,Tablet
899424,301377,PageView,8,M,2018-04-08 08:09:00,Phone
747991,154979,PageView,12,M,2018-04-13 12:59:00,Tea
419050,332400,PageView,10,M,2018-04-13 10:41:00,Foundation Make-up
930591,214208,PageView,0,M,2018-04-10 00:03:00,Phone
1231051,101578,PageView,20,M,2018-04-04 20:10:00,Phone
303516,156730,PageView,14,M,2018-04-10 14:33:00,Candy
393131,156462,PageView,15,M,2018-04-07 15:26:00,Xbox
887421,163167,PageView,14,M,2018-04-13 14:15:00,Tea
196676,298319,PageView,11,M,2018-04-07 11:47:00,Sunscreen Cream
1469742,191172,PageView,7,M,2018-04-11 07:57:00,Milk Power
1603699,348004,PageView,12,M,2018-04-02 12:39:00,Coat
1533977,92904,PageView,12,W,2018-04-05 12:58:00,Coat
1086697,132800,PageView,9,M,2018-04-09 09:32:00,Tablet
981203,266314,PageView,15,M,2018-04-13 15:39:00,Coat
680193,255291,PageView,17,M,2018-04-12 17:17:00,Tea
850965,135009,PageView,5,M,2018-04-02 05:05:00,Television
556606,130846,PageView,17,M,2018-04-09 17:11:00,Phone
1561382,320225,PageView,9,M,2018-04-05 09:24:00,Cookie
255674,81871,PageView,13,M,2018-04-07 13:39:00,Tea
95669,83437,PageView,8,M,2018-04-08 08:00:00,Lipstick
95669,107582,PageView,8,M,2018-04-08 08:15:00,Lipstick
1497389,55527,PageView,12,M,2018-04-11 12:34:00,Coat
142173,274074,PageView,16,M,2018-04-03 16:20:00,Phone
1322842,248717,PageView,15,M,2018-04-13 15:08:00,Phone
122389,370197,PageView,12,M,2018-04-04 12:28:00,Face Cream
1139585,210970,PageView,10,M,2018-04-14 10:27:00,Phone
85647,328987,PageView,16,W,2018-04-08 16:29:00,Phone
85647,125804,PageView,16,W,2018-04-08 16:34:00,Coat
1021038,327151,PageView,23,M,2018-04-14 23:06:00,Ring
191712,306987,PageView,19,M,2018-04-10 19:45:00,Chocolate
120921,8735,PageView,0,M,2018-04-12 00:48:00,Bracelet
47578,266456,PageView,20,M,2018-04-01 20:27:00,Tea
1574764,133971,PageView,10,W,2018-04-05 10:52:00,Milk Power
1529465,195085,PageView,21,M,2018-04-12 21:28:00,Phone
1514318,357245,PageView,9,W,2018-04-06 09:51:00,Notebook
1432554,187044,PageView,5,M,2018-04-08 05:29:00,Sunscreen Cream
19124,27773,PageView,18,M,2018-04-06 18:04:00,Candy
440604,179560,PageView,10,M,2018-04-02 10:12:00,Coat
1284176,248235,PageView,21,M,2018-04-04 21:07:00,Coat
1043126,28673,PageView,13,M,2018-04-01 13:18:00,Washing Machine
1369276,255598,PageView,13,M,2018-04-13 13:28:00,Coat
1349106,39419,PageView,13,M,2018-04-10 13:15:00,Phone
511494,51216,PageView,21,M,2018-04-12 21:32:00,Coat
842111,324226,PageView,13,M,2018-04-05 13:28:00,Notebook
1271913,94852,PageView,17,M,2018-04-04 17:22:00,Face Cream
674772,129144,PageView,20,W,2018-04-10 20:55:00,Phone
980140,149912,PageView,12,W,2018-04-03 12:00:00,Phone
837485,247552,PageView,15,W,2018-04-01 15:19:00,Xbox
1143008,196972,PageView,17,M,2018-04-05 17:46:00,Phone
456370,236570,PageView,14,M,2018-04-13 14:03:00,Notebook
356364,295910,PageView,16,M,2018-04-12 16:26:00,Face Cream
1552029,68214,PageView,19,M,2018-04-06 19:31:00,Sport Suit
258154,284395,PageView,15,W,2018-04-13 15:34:00,Phone
1424541,295344,PageView,22,M,2018-04-03 22:46:00,Phone
872084,41184,PageView,18,M,2018-04-07 18:33:00,Phone
631683,167645,PageView,21,W,2018-04-12 21:39:00,Coat
930874,325365,PageView,18,W,2018-04-15 18:41:00,Phone
930874,254,PageView,18,W,2018-04-15 18:19:00,Coat
1245679,342626,PageView,18,M,2018-04-12 18:21:00,Face Cream
295428,17511,PageView,19,M,2018-04-05 19:20:00,Phone
317046,225825,PageView,21,M,2018-04-06 21:07:00,Facial Essence
19914,106698,PageView,10,M,2018-04-10 10:39:00,Tea
915021,155729,PageView,15,M,2018-04-05 15:38:00,Phone
630134,224103,PageView,20,M,2018-04-08 20:37:00,Coat
366505,287073,PageView,22,M,2018-04-02 22:15:00,Face Cream
908359,48640,PageView,19,M,2018-04-04 19:10:00,Phone
1018204,348483,PageView,17,M,2018-04-07 17:33:00,Phone
1157189,280259,PageView,20,M,2018-04-04 20:54:00,Phone
1400367,274671,PageView,16,W,2018-04-08 16:01:00,Television
364443,84469,PageView,14,M,2018-04-02 14:31:00,Tablet
326718,353298,PageView,10,W,2018-04-09 10:24:00,Facial Moisturizer
274547,160247,PageView,14,M,2018-04-11 14:47:00,Phone
1475275,286404,PageView,15,M,2018-04-04 15:40:00,Phone
16066,331962,PageView,23,M,2018-04-03 23:02:00,Electric Kettle
697517,271977,PageView,0,M,2018-04-09 00:40:00,Tea
359788,149746,PageView,23,M,2018-04-04 23:33:00,Rice Cooker
1024365,164616,PageView,9,M,2018-04-01 09:59:00,Phone
1287440,256142,PageView,18,M,2018-04-10 18:26:00,Tablet
1249469,218386,PageView,12,M,2018-04-12 12:42:00,Foundation Make-up
1224618,187919,PageView,14,M,2018-04-14 14:07:00,Notebook
748156,139020,PageView,21,M,2018-04-11 21:54:00,Bed
748156,127952,PageView,8,M,2018-04-10 08:08:00,Phone
457290,222993,PageView,11,W,2018-04-01 11:32:00,Foundation Make-up
619658,221677,PageView,13,M,2018-04-06 13:13:00,Coat
1582237,101216,PageView,11,W,2018-04-01 11:02:00,Coat
1559944,136436,PageView,20,M,2018-04-15 20:03:00,Phone
1559944,89113,PageView,19,M,2018-04-15 19:42:00,Coat
1245586,348483,PageView,1,M,2018-04-03 01:04:00,Phone
1554651,117431,PageView,23,M,2018-04-14 23:00:00,Coat
169693,291053,PageView,8,M,2018-04-10 08:53:00,Phone
583128,122066,PageView,19,M,2018-04-10 19:44:00,Necklace
1386149,17934,PageView,10,W,2018-04-12 10:23:00,Air Conditioner
59891,51690,PageView,15,M,2018-04-10 15:15:00,Phone
919842,192354,PageView,19,M,2018-04-08 19:48:00,Nut
783986,101412,PageView,12,M,2018-04-12 12:53:00,Sport Suit
1501334,308449,PageView,14,M,2018-04-01 14:47:00,Coat
1513616,293921,PageView,14,M,2018-04-03 14:01:00,Tea
290852,152092,PageView,12,M,2018-04-15 12:17:00,Candy
910409,139660,PageView,10,W,2018-04-01 10:23:00,Facial Essence
528955,339647,PageView,9,M,2018-04-01 09:01:00,Nut
1294546,258492,PageView,18,W,2018-04-14 18:36:00,Phone
807486,212251,PageView,22,W,2018-04-08 22:52:00,Phone
43908,198070,PageView,12,W,2018-04-11 12:36:00,Notebook
679857,50491,PageView,10,M,2018-04-02 10:24:00,Tea
317224,323377,PageView,1,M,2018-04-01 01:13:00,Phone
349446,190515,PageView,0,M,2018-04-03 00:08:00,Digital Camera
62132,59324,PageView,7,M,2018-04-01 07:32:00,Light
759546,88477,PageView,0,M,2018-04-02 00:24:00,Sofa
854486,81148,PageView,19,M,2018-04-15 19:36:00,Candy
497004,42123,PageView,21,M,2018-04-06 21:50:00,Tablet
241847,88829,PageView,1,M,2018-04-02 01:20:00,Facial Essence
1005175,258925,PageView,13,M,2018-04-05 13:57:00,Phone
1438039,155630,PageView,11,M,2018-04-04 11:09:00,Running Shoes
1438039,265370,PageView,10,M,2018-04-04 10:15:00,Football
939208,153599,PageView,12,M,2018-04-02 12:27:00,Phone
495450,298974,PageView,11,M,2018-04-05 11:19:00,Phone
348594,89849,PageView,16,M,2018-04-08 16:53:00,Phone
1124093,146672,PageView,20,M,2018-04-02 20:40:00,Eye Shadow
644371,139544,PageView,18,M,2018-04-14 18:26:00,Tea
276102,284472,PageView,14,M,2018-04-03 14:08:00,Facial Essence
448590,341722,PageView,14,M,2018-04-03 14:41:00,Foundation Make-up
1602495,377292,PageView,22,W,2018-04-03 22:01:00,Sport Suit
1090425,372527,PageView,21,M,2018-04-12 21:10:00,Phone
940386,74294,PageView,7,M,2018-04-12 07:31:00,Phone
225420,259457,PageView,20,M,2018-04-10 20:56:00,Rice Cooker
374804,370377,PageView,13,M,2018-04-04 13:50:00,Phone
1166212,192827,PageView,9,M,2018-04-06 09:56:00,Football
382611,303900,PageView,0,M,2018-04-14 00:46:00,Xbox
1410481,271866,PageView,22,M,2018-04-15 22:45:00,Candy
1069290,60941,PageView,16,W,2018-04-05 16:16:00,Tea
998336,263609,PageView,8,M,2018-04-11 08:51:00,Phone
1340982,193602,PageView,23,W,2018-04-10 23:29:00,Phone
824701,56357,PageView,6,M,2018-04-06 06:48:00,Electric Kettle
1104982,267601,PageView,11,W,2018-04-06 11:28:00,Foundation Make-up
356064,64792,PageView,13,M,2018-04-06 13:10:00,Face Cream
1228246,224207,PageView,10,M,2018-04-09 10:36:00,Coat
920065,260065,PageView,17,M,2018-04-06 17:42:00,Light
892721,210859,PageView,17,W,2018-04-06 17:57:00,Washing Machine
122317,366239,PageView,21,W,2018-04-09 21:39:00,Phone
1400799,144072,PageView,10,M,2018-04-07 10:33:00,Phone
1582237,116399,PageView,17,W,2018-04-11 17:37:00,Phone
1582237,83961,PageView,15,W,2018-04-12 15:38:00,Phone
247739,31417,PageView,23,M,2018-04-10 23:37:00,Potatio Chips
1533977,203851,PageView,14,W,2018-04-08 14:04:00,Phone
1250670,300883,PageView,17,M,2018-04-08 17:16:00,Bed
359714,342157,PageView,19,W,2018-04-08 19:46:00,Candy
958207,151814,PageView,10,M,2018-04-12 10:01:00,Phone
1289305,278700,PageView,9,M,2018-04-09 09:04:00,Candy
1247456,330765,PageView,8,M,2018-04-09 08:55:00,Phone
722604,14787,PageView,9,W,2018-04-09 09:19:00,Phone
902752,171874,PageView,21,M,2018-04-11 21:18:00,Phone
1363079,67449,PageView,13,W,2018-04-09 13:58:00,Phone
801096,353655,PageView,22,M,2018-04-09 22:23:00,Tablet
809814,183895,PageView,22,M,2018-04-09 22:53:00,Notebook
465785,58503,PageView,14,M,2018-04-15 14:24:00,Tablet
537173,206459,PageView,10,W,2018-04-10 10:17:00,Phone
1455283,187515,PageView,22,M,2018-04-12 22:57:00,Coat
232744,371,PageView,12,M,2018-04-10 12:00:00,Phone
438419,118576,PageView,12,W,2018-04-10 12:35:00,Television
266406,152031,PageView,21,W,2018-04-14 21:37:00,Coat
690062,231591,PageView,11,M,2018-04-11 11:53:00,Phone
860899,318048,PageView,12,M,2018-04-11 12:04:00,Television
692430,165790,PageView,17,W,2018-04-11 17:55:00,Cake
426379,117431,PageView,7,M,2018-04-13 07:59:00,Coat
120372,163329,PageView,16,W,2018-04-12 16:02:00,Makerup Water
35665,68212,PageView,12,M,2018-04-13 12:46:00,Foundation Make-up
1210858,58383,PageView,10,M,2018-04-13 10:49:00,Sofa
1466202,45630,PageView,17,M,2018-04-13 17:34:00,Notebook
1208627,147957,PageView,23,M,2018-04-14 23:17:00,Phone
341284,244742,PageView,10,M,2018-04-14 10:03:00,Phone
1005220,280475,PageView,19,M,2018-04-14 19:46:00,Notebook
267854,288331,PageView,7,M,2018-04-15 07:09:00,Phone
356072,248744,PageView,12,W,2018-04-15 12:36:00,Facial Moisturizer
421148,296396,PageView,19,M,2018-04-15 19:14:00,Phone
147296,153057,PageView,20,M,2018-04-15 20:58:00,Phone
747242,322268,PageView,21,M,2018-04-15 21:36:00,Perfume
133226,167725,PageView,21,M,2018-04-05 21:21:00,Coat
1576204,79894,PageView,6,M,2018-04-06 06:14:00,Phone
859291,194373,PageView,5,M,2018-04-13 05:10:00,Phone
147410,109571,PageView,15,M,2018-04-13 15:13:00,Phone
82880,118819,PageView,12,M,2018-04-11 12:31:00,Chocolate
861229,356116,PageView,9,M,2018-04-05 09:02:00,Facial Essence
742602,97933,PageView,23,M,2018-04-07 23:46:00,Notebook
1293313,38129,PageView,20,W,2018-04-09 20:03:00,Phone
1004190,179658,PageView,11,M,2018-04-06 11:49:00,Coat
191298,332655,PageView,13,M,2018-04-11 13:25:00,Phone
278775,36253,PageView,17,M,2018-04-14 17:14:00,Coat
895395,202766,PageView,14,W,2018-04-10 14:27:00,Phone
892217,371183,PageView,6,M,2018-04-07 06:51:00,Sofa
1545716,66814,PageView,15,W,2018-04-09 15:17:00,Milk Power
1526627,119641,PageView,19,M,2018-04-10 19:25:00,Digital Camera
13643,93064,PageView,23,M,2018-04-03 23:25:00,Coat
202363,208846,PageView,15,M,2018-04-15 15:35:00,Phone
571502,303114,PageView,12,W,2018-04-04 12:54:00,Notebook
1283668,70058,PageView,21,W,2018-04-09 21:33:00,Phone
1283668,354075,PageView,21,W,2018-04-09 21:30:00,Phone
1104248,164648,PageView,11,M,2018-04-15 11:09:00,Phone
531531,13795,PageView,15,M,2018-04-14 15:55:00,Notebook
561722,33505,PageView,12,M,2018-04-05 12:27:00,Electric Kettle
1314064,144072,PageView,17,M,2018-04-07 17:15:00,Phone
1272015,171998,PageView,20,M,2018-04-05 20:33:00,Coat
1205682,322546,PageView,21,M,2018-04-06 21:05:00,Phone
1517725,371018,PageView,8,M,2018-04-10 08:42:00,Digital Camera
130690,299770,PageView,20,M,2018-04-14 20:07:00,Phone
1056409,356022,PageView,11,W,2018-04-14 11:54:00,Phone
461745,138168,PageView,2,M,2018-04-03 02:20:00,Phone
461745,370848,PageView,0,M,2018-04-01 00:32:00,Phone
244919,17363,PageView,17,W,2018-04-09 17:40:00,Tea
614440,321561,PageView,19,M,2018-04-06 19:25:00,Phone
1549572,50045,PageView,9,M,2018-04-07 09:56:00,Phone
437345,125783,PageView,20,M,2018-04-03 20:41:00,Lipstick
353677,207502,PageView,21,M,2018-04-11 21:41:00,Cookie
1062773,194802,PageView,21,M,2018-04-14 21:31:00,Phone
649703,291049,PageView,14,W,2018-04-04 14:24:00,Xbox
845629,164044,PageView,13,M,2018-04-09 13:58:00,Cake
899580,352752,PageView,9,M,2018-04-10 09:43:00,Facial Mask
400148,159760,PageView,21,M,2018-04-05 21:32:00,Phone
1185751,198308,PageView,16,M,2018-04-15 16:43:00,Notebook
810934,361681,PageView,15,W,2018-04-02 15:10:00,Tea
731297,44564,PageView,19,W,2018-04-03 19:43:00,Football
400504,28087,PageView,21,M,2018-04-14 21:34:00,Perfume
1190162,301764,PageView,1,M,2018-04-05 01:57:00,Eye Shadow
1131096,360933,PageView,19,W,2018-04-11 19:59:00,Phone
841921,260864,PageView,16,W,2018-04-05 16:34:00,Notebook
1495682,95173,PageView,16,W,2018-04-02 16:01:00,Phone
776588,244742,PageView,15,M,2018-04-07 15:28:00,Phone
549888,27252,PageView,22,W,2018-04-07 22:42:00,Sofa
336984,83961,PageView,16,M,2018-04-12 16:08:00,Phone
336984,83961,PageView,13,M,2018-04-14 13:21:00,Phone
1127568,123534,PageView,22,W,2018-04-08 22:45:00,Tablet
787813,194609,PageView,21,W,2018-04-14 21:30:00,Tea
955159,188061,PageView,20,W,2018-04-08 20:36:00,Phone
970729,313361,PageView,17,W,2018-04-11 17:12:00,Bracelet
1343493,331464,PageView,12,M,2018-04-01 12:49:00,Electric Kettle
1568433,188090,PageView,13,M,2018-04-10 13:42:00,Coat
630116,315437,PageView,18,M,2018-04-05 18:53:00,Coat
902240,257627,PageView,19,W,2018-04-13 19:40:00,Necklace
1510897,61622,PageView,13,M,2018-04-01 13:33:00,Milk Power
1384955,260633,PageView,6,M,2018-04-04 06:25:00,Induction Cooker
809929,191016,PageView,15,M,2018-04-06 15:38:00,Phone
814557,313258,PageView,3,M,2018-04-04 03:29:00,Tablet
1311299,289497,PageView,17,M,2018-04-09 17:13:00,Phone
273687,345743,PageView,16,M,2018-04-11 16:59:00,Facial Moisturizer
939208,271395,PageView,22,M,2018-04-10 22:39:00,Phone
1117449,306713,PageView,13,M,2018-04-14 13:35:00,Facial Essence
169769,235493,PageView,0,M,2018-04-06 00:34:00,Sweater
1388903,218537,PageView,21,W,2018-04-05 21:00:00,Bracelet
211708,86764,PageView,8,M,2018-04-02 08:25:00,Bracelet
194175,162251,PageView,22,W,2018-04-13 22:35:00,Notebook
194175,1314,PageView,20,W,2018-04-14 20:24:00,Notebook
1180759,221009,PageView,20,W,2018-04-02 20:31:00,Air Conditioner
1112586,99826,PageView,18,M,2018-04-02 18:19:00,Foundation Make-up
1033997,346840,PageView,17,M,2018-04-04 17:27:00,Notebook
1048364,70678,PageView,14,M,2018-04-10 14:05:00,Phone
1119533,9891,PageView,22,W,2018-04-02 22:06:00,Milk Power
527773,154305,PageView,19,M,2018-04-09 19:26:00,Light
246886,309071,PageView,10,W,2018-04-14 10:52:00,Facial Moisturizer
737692,313361,PageView,16,M,2018-04-09 16:32:00,Bracelet
173291,196618,PageView,23,M,2018-04-05 23:12:00,Tea
839460,337423,PageView,22,W,2018-04-12 22:12:00,Tea
650566,141570,PageView,12,W,2018-04-09 12:40:00,Necklace
620380,258475,PageView,20,W,2018-04-01 20:01:00,Phone
158331,338133,PageView,9,W,2018-04-02 09:48:00,Facial Moisturizer
435458,275238,PageView,16,M,2018-04-14 16:31:00,Coat
276222,352075,PageView,20,W,2018-04-06 20:33:00,Tablet
1549332,207603,PageView,10,M,2018-04-09 10:17:00,Cookie
1440596,61887,PageView,0,M,2018-04-11 00:04:00,Phone
1057905,201896,PageView,9,W,2018-04-13 09:53:00,Digital Camera
231508,15453,PageView,16,W,2018-04-02 16:28:00,Phone
1405993,261656,PageView,14,W,2018-04-13 14:25:00,Facial Moisturizer
780872,18631,PageView,20,M,2018-04-07 20:35:00,Bracelet
1506966,86452,PageView,12,M,2018-04-11 12:44:00,Face Cream
267005,232801,PageView,7,M,2018-04-02 07:04:00,Bed
1116788,10683,PageView,12,M,2018-04-03 12:07:00,Milk Power
195573,250186,PageView,13,M,2018-04-03 13:02:00,Coffee
1154641,73770,PageView,12,W,2018-04-01 12:03:00,Sunscreen Cream
1000715,331342,PageView,20,M,2018-04-13 20:09:00,Phone
158181,119349,PageView,13,M,2018-04-02 13:49:00,Tea
916753,12404,PageView,23,M,2018-04-02 23:45:00,Phone
1507682,324644,PageView,6,M,2018-04-10 06:22:00,Television
1532520,120969,PageView,18,M,2018-04-11 18:46:00,Phone
1482848,200701,PageView,18,M,2018-04-03 18:41:00,Phone
827073,337833,PageView,22,W,2018-04-12 22:32:00,Face Cream
402403,233176,PageView,0,M,2018-04-07 00:14:00,Tablet
467338,162037,PageView,15,W,2018-04-14 15:00:00,Xbox
474449,28476,PageView,9,W,2018-04-09 09:13:00,Perfume
616274,376970,PageView,10,M,2018-04-10 10:13:00,Sunscreen Cream
27236,153282,PageView,17,M,2018-04-11 17:51:00,Coat
550428,33359,PageView,21,M,2018-04-03 21:25:00,Necklace
1059245,160518,PageView,10,W,2018-04-09 10:33:00,Tablet
1136706,373058,PageView,15,M,2018-04-10 15:07:00,Coat
35910,3427,PageView,21,W,2018-04-06 21:21:00,Phone
938196,27437,PageView,23,M,2018-04-11 23:44:00,Jeans
3471,320213,PageView,20,W,2018-04-15 20:35:00,Notebook
441895,166906,PageView,8,M,2018-04-01 08:45:00,Coat
192832,324700,PageView,20,M,2018-04-10 20:55:00,Coat
583637,185255,PageView,20,M,2018-04-02 20:58:00,Phone
397455,232053,PageView,10,M,2018-04-03 10:58:00,Coat
1485979,168009,PageView,16,M,2018-04-09 16:34:00,Notebook
65000,254782,PageView,20,M,2018-04-07 20:13:00,Tea
862169,344459,PageView,22,U,2018-04-03 22:44:00,Notebook
1564883,48799,PageView,21,W,2018-04-01 21:56:00,Face Cream
979472,82524,PageView,4,M,2018-04-15 04:07:00,Phone
392714,155289,PageView,14,M,2018-04-15 14:57:00,Phone
1293312,63778,PageView,15,M,2018-04-06 15:19:00,Milk
1336176,352535,PageView,14,M,2018-04-11 14:52:00,Phone
268748,45865,PageView,12,W,2018-04-09 12:48:00,Lipstick
322637,298226,PageView,5,M,2018-04-05 05:53:00,Phone
1281845,337681,PageView,8,M,2018-04-07 08:52:00,Coat
1281845,184335,PageView,21,M,2018-04-14 21:09:00,Jeans
836972,151716,PageView,14,M,2018-04-04 14:25:00,Coat
418772,281474,PageView,18,M,2018-04-02 18:25:00,Coffee
584992,51238,PageView,0,M,2018-04-15 00:00:00,Phone
150176,153623,PageView,11,W,2018-04-10 11:19:00,Necklace
693582,274006,PageView,13,W,2018-04-15 13:59:00,Sofa
548507,159238,PageView,19,W,2018-04-12 19:54:00,Tea
969247,344088,PageView,7,M,2018-04-11 07:21:00,Phone
842176,197102,PageView,11,M,2018-04-01 11:00:00,Foundation Make-up
842176,21315,PageView,16,M,2018-04-01 16:26:00,Facial Mask
443653,318710,PageView,11,M,2018-04-13 11:45:00,Sunscreen Cream
1114187,81251,PageView,16,W,2018-04-07 16:22:00,Phone
1436406,242965,PageView,21,M,2018-04-14 21:12:00,Phone
1558340,230473,PageView,23,M,2018-04-11 23:15:00,Bed
762379,274372,PageView,17,W,2018-04-06 17:21:00,Eye Shadow
1401371,261122,PageView,14,W,2018-04-04 14:32:00,Phone
1591405,308094,PageView,5,W,2018-04-06 05:45:00,Rice Cooker
217805,338845,PageView,8,M,2018-04-02 08:41:00,Phone
1416245,30454,PageView,14,M,2018-04-11 14:30:00,Phone
1584789,67909,PageView,9,M,2018-04-05 09:52:00,Tea
1287336,140858,PageView,18,M,2018-04-14 18:21:00,Phone
1203714,67639,PageView,21,M,2018-04-04 21:07:00,Xbox
871186,367770,PageView,22,M,2018-04-05 22:00:00,Phone
1272958,31469,PageView,21,M,2018-04-04 21:27:00,Sunscreen Cream
615081,311435,PageView,12,W,2018-04-08 12:26:00,Sunscreen Cream
928945,106340,PageView,18,M,2018-04-02 18:57:00,Cookie
487920,135781,PageView,8,W,2018-04-13 08:47:00,Tablet
875441,198783,PageView,23,M,2018-04-05 23:41:00,Notebook
170486,312074,PageView,19,M,2018-04-06 19:49:00,Tea
45268,175434,PageView,14,M,2018-04-10 14:03:00,Notebook
833773,376956,PageView,23,M,2018-04-11 23:37:00,Makerup Water
1369178,51476,PageView,10,W,2018-04-11 10:26:00,Foundation Make-up
1240072,342586,PageView,13,W,2018-04-14 13:22:00,Phone
1208742,184380,PageView,20,W,2018-04-07 20:57:00,Facial Essence
142241,306713,PageView,0,M,2018-04-11 00:04:00,Facial Essence
888697,199608,PageView,13,M,2018-04-05 13:03:00,Foundation Make-up
689643,255710,PageView,17,M,2018-04-09 17:13:00,Phone
1149725,260233,PageView,12,W,2018-04-15 12:58:00,Facial Moisturizer
241243,354420,PageView,9,M,2018-04-12 09:17:00,Phone
941917,23971,PageView,20,M,2018-04-06 20:55:00,Candy
895815,198006,PageView,12,W,2018-04-03 12:41:00,Badminton
793801,125225,PageView,10,M,2018-04-05 10:35:00,Phone
793801,172824,PageView,15,M,2018-04-11 15:34:00,Pants
1136334,271270,PageView,14,M,2018-04-02 14:02:00,Coat
1115979,19055,PageView,18,M,2018-04-13 18:47:00,Phone
602056,228684,PageView,15,M,2018-04-15 15:21:00,Phone
673532,248051,PageView,8,M,2018-04-15 08:40:00,Phone
1384366,246769,PageView,12,M,2018-04-11 12:10:00,Perfume
1265676,13795,PageView,20,M,2018-04-14 20:09:00,Notebook
610450,257760,PageView,11,M,2018-04-04 11:07:00,Coat
728615,35481,PageView,13,M,2018-04-07 13:15:00,Phone
728615,263724,PageView,13,M,2018-04-07 13:52:00,Coat
728615,74689,PageView,10,M,2018-04-11 10:26:00,Coat
1466762,142280,PageView,23,M,2018-04-05 23:35:00,Phone
1266815,101578,PageView,15,W,2018-04-11 15:26:00,Phone
782483,135362,PageView,0,M,2018-04-12 00:20:00,Phone
782483,56476,PageView,0,M,2018-04-05 00:14:00,Digital Camera
1168600,160203,PageView,11,M,2018-04-13 11:32:00,Facial Essence
373795,28389,PageView,14,M,2018-04-01 14:16:00,Phone
1070067,41470,PageView,12,W,2018-04-03 12:21:00,Phone
1237597,207869,PageView,16,M,2018-04-08 16:32:00,Phone
1401924,10148,PageView,15,W,2018-04-15 15:02:00,Foundation Make-up
418189,266756,PageView,0,M,2018-04-11 00:25:00,Coat
128512,361264,PageView,23,M,2018-04-04 23:14:00,Facial Mask
853906,297953,PageView,14,M,2018-04-04 14:38:00,Coat
1000435,28618,PageView,18,M,2018-04-05 18:12:00,Digital Camera
124482,202766,PageView,11,W,2018-04-08 11:11:00,Phone
919412,288610,PageView,14,W,2018-04-04 14:44:00,Notebook
1412143,132373,PageView,0,M,2018-04-08 00:29:00,Xbox
947828,276490,PageView,18,W,2018-04-15 18:06:00,Tablet
1595904,153700,PageView,10,M,2018-04-05 10:47:00,Phone
1579471,314110,PageView,7,M,2018-04-07 07:53:00,Candy
1441850,190096,PageView,9,W,2018-04-03 09:45:00,Phone
1036602,216230,PageView,22,W,2018-04-11 22:32:00,Phone
787332,103709,PageView,10,W,2018-04-09 10:41:00,Tablet
586196,307587,PageView,23,M,2018-04-10 23:34:00,Coat
1090426,44956,PageView,18,M,2018-04-06 18:44:00,Rice Cooker
1474191,178597,PageView,18,M,2018-04-12 18:22:00,Tea
700306,272635,PageView,21,W,2018-04-05 21:52:00,Perfume
564260,314422,PageView,23,W,2018-04-13 23:32:00,Foundation Make-up
963459,60663,PageView,18,M,2018-04-05 18:09:00,Phone
909704,92289,PageView,0,W,2018-04-12 00:52:00,Notebook
909704,111759,PageView,0,W,2018-04-12 00:52:00,Phone
909704,118214,PageView,0,W,2018-04-12 00:36:00,Tablet
335843,141848,PageView,8,W,2018-04-09 08:40:00,Phone
499221,156189,PageView,14,M,2018-04-08 14:00:00,Phone
209255,17511,PageView,13,W,2018-04-10 13:23:00,Phone
454999,199835,PageView,0,M,2018-04-05 00:54:00,Candy
1347915,356038,PageView,23,M,2018-04-11 23:11:00,Notebook
107485,318249,PageView,17,W,2018-04-11 17:59:00,Phone
585248,33558,PageView,19,W,2018-04-02 19:02:00,Washing Machine
922552,157426,PageView,14,M,2018-04-13 14:44:00,Phone
905841,316634,PageView,3,W,2018-04-13 03:24:00,Air Conditioner
1563810,309996,PageView,20,M,2018-04-03 20:06:00,Necklace
432482,369499,PageView,22,M,2018-04-02 22:22:00,Phone
38974,177734,PageView,14,M,2018-04-06 14:32:00,Eye Shadow
23015,259616,PageView,0,W,2018-04-13 00:23:00,Tablet
956827,36109,PageView,11,M,2018-04-03 11:55:00,Cookie
1315611,28420,PageView,22,M,2018-04-04 22:35:00,Coat
1315611,288688,PageView,16,M,2018-04-14 16:43:00,Coat
1018819,20760,PageView,23,M,2018-04-13 23:07:00,Bracelet
986543,175301,PageView,11,M,2018-04-01 11:27:00,Sofa
1526906,107331,PageView,8,W,2018-04-06 08:52:00,Sunscreen Cream
1506305,85561,PageView,17,M,2018-04-06 17:08:00,Candy
1288652,134521,PageView,10,W,2018-04-13 10:49:00,Necklace
1288652,368385,PageView,10,W,2018-04-13 10:38:00,Phone
883979,71981,PageView,13,M,2018-04-01 13:52:00,Phone
1009648,120017,PageView,9,M,2018-04-03 09:55:00,Phone
1211526,173334,PageView,0,M,2018-04-04 00:47:00,Tea
1145031,143130,PageView,9,M,2018-04-13 09:58:00,Notebook
777734,68727,PageView,16,W,2018-04-09 16:20:00,Rice Cooker
94428,128137,PageView,17,W,2018-04-11 17:02:00,Badminton
117675,149381,PageView,17,M,2018-04-06 17:20:00,Phone
1398837,289667,PageView,20,M,2018-04-08 20:19:00,Notebook
844767,130846,PageView,12,M,2018-04-08 12:33:00,Phone
834076,195117,PageView,8,M,2018-04-08 08:38:00,Xbox
1240476,88040,PageView,17,M,2018-04-13 17:54:00,Coat
645596,138751,PageView,12,W,2018-04-08 12:42:00,Sunscreen Cream
